,text,imp_words,hannanum_nouns
1212,"농요는 논이나 밭에서 일을 하면서 피로를 잊고 능률을 올리기 위해 부르는 노래로 들노래 또는 농사짓기소리라고도 한다 토속민요의 하나로 개인 또는 집단적으로 부르며, 지방에 따라서 노래가 달라질 수도 있다 영동 설계리농요는 오랜 옛날부터 입에서 입으로 전해져 오는 노래로 모찌기, 모심기, 논매기소리가 있다 모찌기는 모를 찌면서 부르는 노래이고, 모심기는 모를 심으면서 부르는 노래이다 논매기 노래는 초벌매기와 두벌매기로 나뉘는데, 한 사람이 메기면 여럿이 받아 부르는 형식이다 메기는 사람은 의미있는 내용을, 받는 사람은 의미없는 여음을 담당한다 이러한 차이는 노동에서의 동작이 서로 다른데서 비롯된다 영동 설계리농요는 지리적으로 전라북도와 경상북도가 인접한 곳에서 발생한 노래로 농요의 가락이 복합적 색채를 띠고 있다","영동,설계리농요,모찌기,모심기,논매기소리,전라북도,경상북도","농요,논,밭,일,피로,능률,리,노래,들노래,농사짓기소리,토속민요,하나,개,집단적,지방,노래,수,영동,설계리농요,옛날,입,입,노래,모찌기,,모심기,논매기소리,모찌기,모,노래,모심기,모,노래,논매,노래,초벌매,두벌매,사람,여럿,형식,사람,의미,내용,사람,의미,여음,담당,차,노동,동작,데,비롯,영동,설계리농요,지리적,전라북도,경상북도,인접,곳,발생,노래,농요,가락,복합적,색채"
1213,"천마총에서 발견된 신라 때 허리띠이다 천마총은 경주 고분 제155호 무덤으로 불리던 것을 1973년 발굴을 통해 금관, 팔찌 등 많은 유물과 함께 천마도가 발견되어 천마총이라 부르게 되었다 과대란 직물로 된 띠의 표면에 사각형의 금속판을 붙인 허리띠로 길이 125, 띠드리개의 길이는 735이다 과대는 뚫은 장식이 있는 44개의 판을 연결하였고, 주변에 9개의 구멍이 있어 가죽에 고정시키게 되어있으며 양끝에 허리띠고리를 달았다 과대에서 늘어뜨린 장식은 13줄로 타원형 금판과 사각형 금판으로 연결하였다 이 허리띠와 띠드리개는 관 안에서 허리에 착용한 상태로 발견되었다","천마총,신라,과대","천마총,발견,라,때,허리띠,천마총,경주,고분,제155호,무덤,것,1973년,발굴,금관,팔찌,등,유물,천마도,발견,천마총,과대,직물,띠,표면,사각형,금속판,허리띠,길,125,띠드리개,길,735,장식,44개,판,연결,주변,9개,구멍,가죽,고정,양끝,허리띠고리,과대,장식,13줄,타원형,금판,사각형,금판,연결,허리띠,띠드리개,관,안,허리,착용,상태,발견"
1214,"대광전은 비로자나불을 모시고 있는 건물로 신흥사의 중심 법당이다 1988년 부분 해체보수 때 발견한 기록에 따르면 조선 효종 8년에 지은 것임을 알 수 있다 앞면 3칸옆면 3칸 규모로, 지붕은 옆면에서 볼 때 사람 인자 모양을 한 맞배지붕이다 지붕 처마를 받치기 위해 장식하여 만든 공포는 기둥 위와 기둥 사이에도 있는 다포 양식으로 꾸몄다 조선 중기에 지은 건물이지만 건축 기법으로 보아 전기의 특징이 강하게 나타나고 있다 좌우 옆면 벽의 안팎과 앞뒤 포벽의 안팎에는 불상신장상꽃 등의 벽화가 있는데, 대부분 17세기 중엽에 그려진 것이며 일부는 18세기의 그림으로 보인다 건물 안쪽에는 지을 당시의 것으로 보이는 다양한 단청이 남아있는데, 색채나 문양 수법이 매우 뛰어나다","대광전,조선,효종,단청,문양","대광전,비로자나불,건물,신흥사의,중심,법당,1988년,부분,해체보수,때,발견,기록,조선,효종,8년,것,수,앞면,3칸옆면,3칸,규모,지붕,옆면,때,사람,자,모양,맞배지붕이다,지붕,처마,장식,공포,기둥,위,기둥,사이,다포,양식,조선,중기,건물,것,축,기법,전기,특징,좌우,옆면,벽,안팎,앞뒤,포벽,안팎,불상신장상꽃,등,벽화,대부분,17세,중엽,것,일부,18세기,건물,쪽,당시,것,다양한,단청,색채,문양,수법"
1215,"선원사는 남원시에 있는 절로 평지에 있으며 통일신라시대에 도선이 남쪽 산천을 둘러본 후 헌강왕 1년에 이곳에 지었다 선조 30년 정유재란 때 만복사와 함께 불타버린 것을 영조 30년에 다시 짓고 철불을 약사전에 모셨다 처음 지어졌을 당시에는 규모가 대단히 컸다고 한다 선원사는 남원시의 번영과 깊은 관계가 있다고 믿어왔으므로 시내에 거주한 지방인사들이 후원하고 보호해 왔다  선원사 약사전은 약사불을 모시는 곳으로, 지붕 옆면이 사람 인자 모양인 맞배지붕집이다 지붕의 가장 윗부분인 용마루와 처마의 선이 직선에 가까워서 무거운 느낌을 주는데, 이것은 평지에 있는 다른 절과 같은 성질을 유지하려 한 것으로 보인다 내부는 우물천장에 우물마루이며, 철제여래좌상을 모시고 있다","선원사,도선,통일신라시대,약사전,철제여래좌상","선원사,남원시,절,평지,통일신라시대,도선,남쪽,산천,후,헌강왕,1년,이곳,선조,30년,정유재,때,만복사,것,영조,30년,철불,약사전,당시,규모,선원사,남원시,번영,관계,시내,거주,지방인사들,후원,보호,선원사,약사전,약사불,곳,지붕,옆면,사람,자,모양,맞배지붕집이다,지붕,윗부분,용마루,처마,선,직선,이것,평지,절,성질,유,것,내부,우물천장,우물마루,철제여래좌상"
1216,"동고산성은 통일신라시대에 쌓은 산성으로, 조선 순조 때 건너 편 산성을 남고산성이라 부르면서 붙여진 이름이다 이곳은 예로부터 후백제를 세운 견훤왕의 궁성터라는 말이 전해왔다 백제 재건의 기치를 든 견훤왕은 신라 효공왕 4년에 완산주를 점령하고, 이곳에 도읍을 정해 37년간 존속했다 1990년 발굴로 전면 22칸 측면 3칸 총 66칸 넓이의 건물터가 조사되었는데, 이는 우리 나라에서 발굴 조사된 단일 건물로는 가장 큰 규모이며, 이곳이 견훤왕의 궁성이었다는 주장을 뒷받침하고 있다 비록 건물은 사라지고 터만 남았지만, 후백제를 세운 풍운아 견훤의 발자취가 시대를 뛰어넘어 느껴지는 곳이다","동고산성,통일신라시대,견훤","동고산성,통일신라시대,산성,조선,순조,때,편,산성,남고산성,이름,이곳,예,후백제,견훤왕,궁성터,말,백제,재건,기치,견훤왕,라,효공왕,4년,완산주,점령하,이곳,도읍,37년,존속,1990년,발굴,전면,22칸,측면,3칸,66칸,넓이,건물터,조사되,이,우리,나라,발굴,조사,단,건물,규모,이곳,견훤왕,궁성,주장,뒷받침,건물,터,후백제,풍운아,견훤,발자취,시대,곳"
1217,"대원사에 있는 신중탱화로서, 인도의 재래적인 토속들을 그림으로 나타낸 불교 그림이다 신중을 그린 불교 그림이다 신중은 불교의 토착화 과정에서 수용된 불법 수호의 선신들로, 이처럼 별도로 그림을 그려 신앙의 대상으로 삼기도 하였다 신중탱화는 주로 전각의 주불을 모신 불단의 왼쪽에 걸어 놓는다 대원사는 신라 진흥왕 9년에 연기조사가 평원사라 이름하여 세웠다고 전한다 그 뒤 여러번의 보수를 하고 이름도 대원사로 고쳤다 한국전쟁과 여순사건으로 인해 화재를 입어 다시 세운 뒤 오늘에 이르고 있다  가로 124, 세로 145 크기의 이 그림은 부처님의 정법을 지키는 금강신장을 비롯한 무리들을 표현하였다 조선 정조 18년에 그린 것으로서 보살과 신장 등의 얼굴 모습이 18세기 불교그림의 특징을 잘 나타내 주고 있다","대원사,불교,신중탱화,신라,진흥왕","대원사,신중탱화,인도,재래적,토속들,불교,그림,신중,불교,그림,신중,불교,토착화,과정,수용,불법,수호,선신들로,,이,별도,그림,신앙,대상,신중탱화,전각,주불,불단,왼쪽,대원사,라,진흥왕,9년,연기조사,평원사,이름하,뒤,여러번,보수,이름,대원사,한국전쟁,여순사건,화재,뒤,오늘,124,세,145,부처님,정법,금강신장,비롯,무리들,표현,조선,정조,18년,것,보살,신장,등,얼굴,모습,18세,불교그림,특징"
1218,"임진왜란이 끝난 후인 선조 37년 왕명을 받은 사명대사가 조선의 대표로 일본에 평화를 논하기 위해 갔을 때, 사명대사 일행의 행렬을 그림으로 그린 8폭의 병풍이다 비단 바탕에 채색하여 그렸으며, 그림의 크기는 각 폭 당 세로 100, 가로 517 이다 여기에 등장하는 인원은 1,020명에 달하는데, 그 중 20명은 사명대사를 포함한 조선측의 수행원이다 당시 일본의 관행은 일반 사신을 영접할 때 보통 300명을 보냈는데, 사명대사에게는 1,000명을 보내어 수행토록 한 것으로 보아 그의 위상이 얼마나 높았는지를 짐작할 수 있다 당시의 풍속이나 복식 등의 연구에 높은 사료적 가치를 지니는 작품으로, 당시 강화사의 모습을 조명해 볼 수 있는 귀중한 자료이기도 하다","선조,사명대사,행렬,강화사","임진왜란,후,선조,37년,왕명,사명대사,조선,대표,일본,평화,때,사명대사,일행,행렬,8폭,병풍,바탕,채색,그림,폭,당,세,100,가로,517,이,여기,등장,인원,1,020명,중,20명,사명대사,포함,조선,수행원,당시,일본,관행,일반,사신,영접,때,300명,사명대사,1,000명,수행토록,한,것,그,위상,지,짐작,수,당시,풍속,복식,등,연구,사료적,가치,작품,당시,강화사의,모습,조명,수,귀중한,자료"
1219,"완주군 운주면 금당리 탄현 서쪽 산줄기 정상에 자리하고 있으며, 삼국시대의 전략적 요충지에 건축된 것으로 파악된다 충남 부여, 논산 일대에서 금남정맥을 넘어 진안고원과 금산분지 방면으로 향하는 두 갈래의 내륙교통로가 한눈에 잘 조망된다 탄현봉수는 서쪽의 연대부분이 일부 무너지기는 하였으나 비교적 온전한 상태이며, 평면형태는 원형에 가깝다 연대는 판석형 할석으로 축조하였으며, 규모는 하단부 직경 84, 상단부 직경 75, 잔존높이 37 정도이다 발굴조사에서 회청색 경질토기편과 백제의 기와편이 수습되어 원형의 석축은 백제 후기에 조성된 것으로 밝혀졌는데, 석축의 바닥면에서 선대의 방형 유구가 확인되었다 방형 유구는 전북 완주군 동북부에서 그 존재를 드러낸 10여 개소 봉수의 연대와 축조기법이 동일하다","삼국시대,요충지,탕현봉수","완주,운주,금당리,탄현,서쪽,산줄기,정상,자리,삼국시대,전략적,요충지,건축,것,파악,충남,부,논산,일대,금남정맥,진안고원,금산분지,방면,두,갈래,내륙교통로,한눈,조망,탄현봉수,서쪽,연대부분,일부,비교적,온전,상태,평면형태,원형,연대,판석형,할석,축조,규모,하단부,직경,84,상단부,직경,75,잔존높이,37,정도,발굴조사,회청색,경질토기편,백제,기와편,수습,원형,석축,백제,후,조성,것,석축,바닥면,선대,방형,유구,확인,방형,유구,북,완주,동북부,존재,10,개소,봉수,연대,축조기법,동일"
1220,"강감회요는 조선 중기의 문신이자 정유재란 때의 의병장인 수은 강항이 중국의 역사서인자치통감과통감강목을 보완, 정리한 것이다 숙종 28년에 새긴 것으로, 목판은 총 642매이다  강항은 1593년 문과에 급제하여 교서관정자, 공조와 형조의 좌랑 등을 지냈다 정유재란 때 왜적의 포로가 되어 일본으로 끌려갔다가 그곳에서 후지와라, 아카마쓰 등과 친분을 나누며 그들에게 학문적인 영향을 주었다 그후 그들의 도움으로 포로생활에서 풀려나 귀국하였고, 여러 벼슬에 임명되었으나 스스로 죄인이라 하여 나아가지 않았다 그가 죽은 후 이조판서에 추증되었고, 내산서원에 모셔졌다  연대가 오래 되고 인쇄본은 국립중앙도서관에서 보관하고 있는 1권 뿐으로, 그 가치가 크다 현재 전남 영광군 소재 내산서원에서 소장하고 있다","강감회요,조선,중기,강항,자치통감,통감강목","강감회요,조선,중기,문신,정유재,때,의병장,수,강항,중국,역사서인자치통감과통감강목,보완,정리,것,숙종,28년,것,목판,총,642매,강항,1593년,문과,급제,교서관정자,공조,형조,좌,등,정유재,때,왜적,포로,일본,그곳,후,아카마쓰,등,분,그들,학문적,영향,그,도움,포로생활,귀국,벼슬,임명,죄인,그,후,이조판서,추증,내산서원,연대,인쇄본,국립중앙도서관,보관,1권,뿐,가치,남,영광군,소재,내산서원,소장"
1221,"월인석보는 월인천강지곡과 석보상절을 합하여 세조 5년에 편찬한 불교 대장경이다 석보는 석가모니의 년보 즉 그의 일대기라는 뜻이다 조선 세종 28년 소헌왕후의 명복을 빌기 위해 아들인 수양대군이 불교서적을 참고하여 한글로 번역하여 편찬한 것이 곧 석보상절이다 세종 29년 세종은 석보상절을 읽고 각각 2구절에 따라 찬가를 지었는데 이것이 곧 월인천강지곡이다 월인석보 권1718은 세조 때 처음 간행된 초간본으로, 2권 1책이다 본래 강원도 홍천의 수타사 인왕문에 있는 사천왕상의 배부분에서 발견되었다 권 17은 전부가 완전하며, 권 18은 제87장 하부가 없어졌으나 보존상태는 양호하다 내용은 권 17은 월인천강지곡제311장에서 제317장까지이며 권 18은 제318장에서 제324장까지 해당되는 내용이다","조선,세종,수양대군,불교서적,한글,석보상절,월인천강지곡","월인석보,월인천강지곡,석보상절,합,세조,5년,편찬,불교,대장경,석보,석가모니,년보,그,일대,뜻,조선,세종,28년,소헌왕후,명복,아들,수양대군,불교서적,한글,번역,편찬,것,석보상절이다,세종,29년,세종,석보상절,2구절,찬가,이것,월인천강지곡이다,월인석보,권1718,세조,때,간행,초간본,2권,1책이다,본래,강원,홍천,수타사,인왕문,사천왕상,배부분,발견,권,17,전부,완전,권,18,제87장,하부,보존상태,양호,내용,권,17,월인천강지곡제311장,제317장까지,권,18,제318장,제324장까지,해당,내용"
1222,"봉수대는 횃불과 연기를 이용하여 급한 소식을 전하던 옛날의 통신수단을 말하며, 높은 산에 올라가서 불을 피워 낮에는 연기로 밤에는 불빚으로 신호를 보냈다 하동 금오산 봉수대는 경상남도 하동군 금남면에 있는 해발 849의 금오산 능선에 있는데, 이곳은 남해안의 한려수도가 정면에 보이는 전략상 요충지이다 봉화터와 봉수대의 형태가 잘 남아있는데, 둘레 200정도의 석축이 남아 있고 봉수대 안에는 봉수군이 머물던 곳으로 보이는 석굴이 있다 석굴은 높이 3, 가로 3, 세로 2로 그 위에는 큰 돌로 막은 듯한데 지금은 부처를 모신 불단으로 사용하고 있다 남아있는 봉돈은 길이 2, 폭 15의 타원형으로, 봉수대의 아랫쪽에 입구가 있어 불을 점화하게 되어 있다","봉수대,횃불,연기,통신수단,하동,금오산,봉수대,석굴","봉수대,횃불,연기,이용,소식,옛날,통신수단,말,산,불,낮,연기,밤,불빚,신호,하동,금오산,봉수대,경상남,하동군,금남면,해발,849,금오산,능선,이곳,남해안,한려수도,정면,전략상,요충지,봉화터,봉수대,형태,둘레,200정도,석축,봉수대,안,봉수군,곳,석굴,석굴,3,가로,3,세,2,위,돌,지금,부처,불단,사용,봉돈,길,2,폭,15,타원형,봉수대,아랫쪽,입구,불,점화"
1223,"조선 후기의 문신이었던 신후재 선생의 초상화이다 신후재는 현종 원년 문과에 급제하여 강원도관찰사 등을 지냈으며, 갑술옥사에 얽혀 옥살이를 한 후에는 학문에만 전념하였다  초상화는 관복을 의젓하게 차려입고, 홀을 두 손으로 받쳐든 채,의자에 앉아 있는 전신상이다 관복의 차림새가 숙종 대의 양식으로 보이나 초상화 양식이 당시의 기법과 차이를 보이고 있다 즉, 두 손을 모아 관복의 소매 안에 넣지 않고 홀을 받들어 쥔 점, 손톱을 두드러지게 그린 점, 의복 위로 허리띠를 그리지 않은 점, 의자와 발받침대가 겹쳐진 부위의 어색한 표현 등이 그러하다 이처럼 독특한 표현양식으로 보아, 선생이 사은사로 청나라에 다녀올 때에 가지고 온 것으로 추정된다 초상화의 연구에도 좋은 자료가 되고 있다","신후재,초상화,갑술옥사","조선,후기,문신,신후재,선생,초상화,신후재,현종,원년,문과,급제,강원도관찰사,등,갑술옥사,옥살이,후,학문,전념,초상화,관복,의젓,차려입고,,홀,두,손,채,의자,전신상,관복,차림새,숙종,대,양식,초상화,양식,당시,기법,차이,즉,,두,손,관복,소매,안,홀,점,손톱,점,의복,위,허리띠,점,의자,발받침대,부위,어색한,표현,등,이,독특,표현양식,선생,사은사,청나라,때,것,추정,초상화,연구,자료"
1224,"이 책은 고종 16년 9월 11일 한국과 청나라간에 체결한 통상조약의 내용을 담고 있다 그 전문은 총 15관으로 정하되 한국, 청나라는 서로의 균등한 자격으로 거류민을 보호하며, 양국의 전권대신이 주도하여 상선은 양국이 지정한 통상지역 안에서만이 무역할 수 있다는 요지이다 또한 중국인이 범법을 했을 경우 청나라 영사관을 통하여 조회하고 심판하며 양국 상선들이 서로 근해에서 폭풍우와 결량때에는 원조한다는 내용도 담겨 있다 이는 한국측에서는 외부대신 박제순이, 청국측에서는 청국대신 서수붕이 국가대표로 서명하고 있다","고종,청나라,통상조약","책,고종,16년,9월,11,한국,청나라간,체결,통상조약,내용,전문,총,15관,한국,,청,서로,균등,자격,거류민,보호,양국,전권대신,주도하,상선,양국,지정,통상지역,안,무역,수,요지,중국인,범법,경우,청나라,영사관,조회,심판,양국,상선들,근해,폭풍우,결량때,원조,내용,이,한국측,외부대,박제,청국측에서,청국대,서수붕,국가대표,서명"
1225,"채상장은 얇게 저민 대나무 껍질을 색색으로 물을 들여 다채로운 기하학적 무늬로 고리 등을 엮는 기능 또는 기능을 가진 사람을 말한다 언제부터 채상장이 있었는지 확실하지는 않지만 채상은 고대 이래로 궁중과 귀족계층의 여성가구로서 애용되었고, 귀하게 여겨졌던 고급공예품의 하나였다 조선 후기에는 양반사대부 뿐만 아니라 서민층에서도 혼수품으로 유행하였으며, 주로 옷장신구침선구귀중품을 담는 용기로 사용되었다 채상의 제작기술은 대나무 껍질을 균등하게 떠내는 데에서 시작된다 대나무껍질을 입으로 물어 얇게 떠낸 다음, 떠낸 대나무 껍질을 물에 불린 후 그것을 무릎에 대고 일일이 다듬어 정리한다 염색을 하고 나서 15가닥씩 엇갈려 가며 엮는다 모서리와 테두리에 남색이나 검정색 등 바탕무늬와 어울리는 비단으로 감싸면 완성된다 채상의 무늬는 완자수복강녕십자번개줄무늬 등 주로 길복을 추구하는 길상적인 무늬이다","채상장,대나무껍질,고급공예품,길복","채상장,대나무,껍질,색색,물,다채로운,기하학적,무늬,등,기능,기능,사람,말,언제,채상장,확실,채,고대,이래,궁중,귀족계층,여성가구,애용,고급공예품,하나,조선,후,양반사대부,뿐,서민층,혼수품,유행,옷장신구침선구귀중품,용기,사용,채,제작기술,대나무,껍질,균등,데,시작,대나무껍질,입,다음,대나무,껍질,물,후,그것,무릎,대,일일,정리,염색,15가닥,모서리,테두리,남색,검정색,등,바탕무늬,비단,완성,채,무늬,완자수복강녕십자번개줄무늬,등,주,길복,추구,길상적,무늬"
1226,"선암사 뒷편에 서 있는 석탑으로, 일부만 남아 있는 기단부 위에 3층의 탑신을 얹고 있다 탑신의 몸돌에는 기둥 모양을 새겨 놓았고, 특히 1층 몸돌 4면에는 연꽃받침 위에 앉은 부처의 모습을 돋을새김으로 조각해 놓았다 지붕돌은 밑면의 받침이 4단씩인데, 3층 지붕돌이 많이 훼손되어 있다 꼭대기에는 머리장식이 모두 없어지고, 기단의 한 부분으로 보이는 돌 하나가 놓여 있다  전체적으로 탑신의 1층 몸돌에 비해 2층 몸돌이 급격히 줄어들고, 1층 몸돌의 불상 조각이 많이 닳아있어 화려하거나 세련되어 보이지는 않는다 신라 무열왕 때 세웠다고 전하나, 탑의 양식과 불상의 조각기법으로 보아 통일신라시대 후기인 9세기에 세운 것으로 추정된다","선암사,석탑,통일신라시대,무열왕","선암사,뒷편,석탑,일부,기단부,위,3층,탑신,탑신,몸돌,기둥,모양,1층,몸돌,4면,연꽃받침,위,부처,모습,돋을새김,조각해,지붕돌,밑면,4단,3층,지붕돌,훼손,꼭대기,머리장식,기단,한,부분,하나,전체적,탑신,1층,몸돌,2층,몸돌,1층,몸돌,불상,조각,화,세련,라,무열왕,때,탑,양식,불상,조각기법,통일신라시대,후,9세,것,추정"
1227,"환두대도란 칼의 손잡이 끝부분에 둥근 고리가 있는 고리자루칼로서, 삼국시대 무덤에서 주로 출토된다 고리 안에는 여러가지 장식이 들어가는데, 이것은 이 칼을 사용한 사람의 신분을 나타내 준다 그 가운데 용이 조각된 것은 가장 높은 신분에서 사용하였다 환두대도는 금으로 된 칼의 손잡이 부분과 철로 된 칼날 부분으로 구성되어 있다 현재 떨어져 있으나 원래 같이 붙어 있었다 손잡이 부분은 표면 전체에 서로 엉킨 두 마리의 용이 조각되어 있다 고리 안에도 두 마리 용이 조각되어 있으며, 용의 눈은 옥으로 장식되어 있다 칼날 부분은 철제 부분만 남아 있으나, 원형이 잘 보존되어 있는 편이다 환두대도는 주로 신라의 무덤에서 출토되었는데, 용무늬가 호화스러운 점에서 사용자의 신분이 매우 높은 귀족이었음을 짐작하게 해 준다","환두대도,삼국시대,무덤,고리자루칼,용무늬,귀족","환두대도란,칼,손잡이,끝부분,고리,고리자루칼,삼국시대,무덤,출토,안,여러가지,장식,이것,칼,사용,사람,신분,가운데,용,조각,것,신분,사용,환두대도,금,칼,손잡이,부분,철,칼날,부분,구성,손잡이,부분,표,전체,두,마리,용,조각,안,두,마리,용,조각,용의,눈,옥,장식,칼날,부분,철제,부분,원형,보존,편,환두대도,라,무덤,출토,용무늬,호화,점,사용자,신분,귀족,짐작"
1228,"복안리 지석묘는 천마산의 동쪽 구릉 하단부인 두서면 복안리 음지마을 뒤쪽 계단식 경작지에 위치하고 있다 주변 일대의 야산과 경작지에는 청동기시대에 해당되는 토기가 확인되고 있다 덮개돌은 화강암으로 반듯하게 놓여 있는데 한쪽이 깨어져 있으며, 크기는 길이 390,너비 340, 두께 140이다 아래에는 받침돌 1개가 관찰되는 것으로 보아 바둑판식 지석묘로 추정된다 내부 구조는 학술 조사를 실시하지 않아 자세히 알 수 없다이 복안리 지석묘는 청동기시대 두서 및 봉계 일대의 정치사회문화 등을 연구할 수 있는 중요한 자료가 된다","복안리,지석묘,덮개돌,화강암,청동기시대","복안리,지석묘,천마산,동쪽,구릉,하단부,두,복안리,음지,뒤쪽,계단식,경작지,위치,주변,일대,야산,경작지,청동기시대,해당,토,확인,덮개돌,화강암,쪽,길,390,너비,340,두,140,아래,받침돌,1개,관찰,것,바둑판식,지석묘,추정,내부,구조,학술,조사,실시,수,없다,복안리,지석묘,청동기시대,두,봉계,일대,정치사회문화,등,연구,수,중요,자료"
1229,"향교는 훌륭한 유학자를 제사하고 지방민의 유학교육과 교화를 위하여 나라에서 지은 교육기관이다 조선 명종 15년에 세워진 음성향교는 고종 7년과 24년에 고쳤고, 후에 여러 번의 수리를 거쳐 오늘에 이르고 있다 현재 남아있는 건물은 대성전동재서재명륜당 등이 있다 건물은 내삼문을 경계로 앞쪽에는 학생들이 공부하던 명륜당을 중심으로 배움의 공간을 두고 있다 뒤쪽에는 공자를 비롯하여 여러 성현들의 제사를 지내는 대성전이 있어, 향교의 일반적 배치형태인 전학후묘를 따르고 있다 특히 동재서재가 다른 곳과는 달리 명륜당의 뒤쪽에 있는 것이 특이한데, 이것은 도로공사로 인해 변형된 것으로 보인다 조선시대에는 국가로부터 노비토지책 등을 지급 받아 학생들을 가르쳤으나, 갑오개혁 이후에는 교육적 기능은 없어졌다 다만 봄가을 2차례에 걸쳐 제사만 지내고 있다","음성향교,조선,명종,15년,대성전,전학후묘","향교,훌륭,유학자,제사,지방민,유학교육과,교화,나라,교육기관,조선,명종,15년,음성향교,고종,7년,24년,후,번,수리,오늘,건물,대성전동재서재명륜당,등,건물,내삼문,경계,앞쪽,학생들,공부,명륜당,중심,공간,뒤쪽,공자,비롯,성현들,제사,대성전,향교,일반적,배치형태,전학후묘,동재서재,곳,명륜당,뒤쪽,것,특이한데,이것,도로공사,변형,것,조선시대,국가,노비토지책,등,지급,학생들,갑오개혁,이후,교육적,기능,봄가,2차례,제사"
1230,"훌륭한 유학자들의 위패를 모시고 제사지내며, 지방 백성의 교육과 교화를 담당하기 위해 세운 국립교육기관이다 조선 태조 7년에 계명산 아래에 처음 지었으나, 임진왜란 때 불에 타 없어진 후 인조 7년에 지금의 자리로 옮겨졌다 남아있는 건물은 대성전과 동무서무명륜당동재서재내삼문외삼문 등이다  대성전에는 공자를 비롯한 중국의 훌륭한 유학자들의 위패를 모시고 있으며, 동무와 서무에는 우리나라의 18명의 현인들의 위패를 모시고 있어 제사공간을 이루고 있다 명륜당은 학생들이 모여 공부하는 강당이었는데, 갑오개혁 이후 교육기능은 없어졌다  1976년부터 명륜학원을 운영하여 한문서예경전 등을 가르치고 있다 또한 해마다 충주시 중원군의 효자와 효부를 표창하고 있다","조선,태조,7년,계명산,대성전","훌륭,유학자들,위패,지방,백성,교육과,교화,담당,국립교육기관,조선,태조,7년,계명산,아래,지,임진왜란,때,불,후,인조,7년,지금,자리,건물,대성전,동무서무명륜당동재서재내삼문외삼문,등,대성전,공자,비롯,중국,훌륭,유학자들,위패,동무,서무,우리나라,18명,현,들,위패,제사공간,명륜당,학생들,공부,강당,갑오개혁,이후,교육기능,1976년,명륜학원,운영,한문서예경전,등,충주시,중원군,효자,효부,표창"
1231,"대전 비래사 목조비로자나불좌상은 등신대보다 조금 작은 크기의 불상으로, 전체적으로 차분하고 단정한 조형감을 보여준다 육계와의 구분이 뚜렷하지 않은 머리는 나발이 촘촘하고, 반구형 정상계주와 반달 모양의 중앙계주가 표현되어 있다편단우견의 대의는 오른쪽 어깨에서 팔꿈치를 지나 왼쪽 어깨 뒤로 넘어가면서 가슴에 넓은 자형의 곡선을 이루고, 드러난 내의는 수평을 이룬다 두 손을 가슴 앞으로 모아서 오른손 검지 위에 왼손 검지를 올린 지권인의 손모양을 하고 길상좌의 자세로 앉은 모습이다또한 이 상은 밑면에 기록된 묵서를 통해 1651년의 정확한 제작시기와 조각가가 무염임을 알 수 있어 17세기 불교조각 연구에 기준자료가 된다 균형이 잘 잡힌 안정적인 신체에 옷주름의 표현도 섬세하고 우아하여, 17세기 전중반기에 크게 활약한 조각승 무염의 대표작으로 평가할 수 있다","대전,비래사,목조비로자나불좌상,길상좌,17세기,불교조각,조각승,무염","대전,비래사,목조비로자나불좌상,등신대,불상,전체적,차분,단정,조형감,육계와,구분,뚜렷,머리,나발,반구형,정상계주,반달,모양,중앙계주,표현,있다편단우견,대,쪽,어깨,팔꿈치,왼쪽,어깨,뒤,가슴,자형,곡선,내,수평,두,손,가슴,앞,오른손,위,왼손,검지,지권인,손모양,길상좌,자세,모습이다또한,상,밑면,기록,묵서,1651년,정확,제작시,조각가가,무염,수,17세,불교조각,연구,기준자료,균형,안정적,신체,옷주름,표현도,섬세,우아,17세,전중반기,활약,조각승,무염,대표작,평가,수"
1232,"매천 황현 선생의 위패를 모신 사당이다 황현 선생은 한말의 순국지사이자 시인이며 문장가이다 전라남도 광양에서 태어났으며 어려서부터 시를 잘 짓고 재질이 뛰어났다 1894년 동학농민운동갑오경장청일전쟁이 연이어 일어나자 위기감을 느끼고, 경험과 견문한 바를 기록한 매천야록오하기문을 지어 후손들에게 남겨 주었다 1905년 11월 일제가 강제로 을사조약을 체결하여 국권을 박탈하자 김택영과 국권회복 운동을 시도하였으나 실패하였다 1910년 8월 일제에게 강제로 나라를 빼앗기자, 절명시 4편과 유서를 남기고 아편을 먹어 자결하였다 1962년 건국훈장 국민장이 추서되었으며 이건창, 김택영과 함께 한말삼재라고 불린다 생전에 살았던 곳에 그의 후손과 지방 유림들이 1955년에 세운 이 사당은 앞면 3칸옆면 1칸 규모로, 지붕은 옆면에서 볼 때 사람 인자 모양을 한 맞배지붕이다","매천,황현,사당,매천야록,오하기문,한말삼재","천,황현,선생,위패,사당,황현,선생,한말,순국지사,시인,문장가,전라남,광양,시,재질,1894년,동학농민운동갑오경장청일전쟁,위기감,경험,견문,바,기록,매천야록오하기문,후손들,1905년,11월,일제,강제,을사조약,체결,국권,박탈,김택영,국권회복,운동,시도,실패,1910년,8월,일제,강제,나라,절명시,4편,유서,아편,자결,1962년,건국훈장,국민장,추서,이건창,,김택영,한말삼재,생전,곳,그,후손,지방,유림들,1955년,사당,앞면,3칸옆면,1칸,규모,지붕,옆면,때,사람,자,모양,맞배지붕"
